vendor_id,pickup_date,pickup_time,dropoff_datetime,trip_distance,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,tip_amount,total_amount,dummy_variable
2,4/18/2014,11:37:21 PM,04/18/2014 11:51:26 PM,2.71,40.69763565,-73.93284607,40.69441223,-73.90196228,0,13,1
1,4/18/2014,8:22:23 PM,04/18/2014 8:31:16 PM,2.9,40.63032913,-73.96617126,40.66603088,-73.98565674,0,11.5,1
2,4/18/2014,7:56:58 PM,04/18/2014 8:07:23 PM,1.84,40.66831207,-73.90653992,40.68952179,-73.95506287,2.1,13.1,1
2,4/18/2014,12:28:02 AM,04/18/2014 12:35:23 AM,2.11,40.80541611,-73.94728088,40.82344818,-73.92728424,0,9.5,1
1,4/18/2014,6:53:57 PM,04/18/2014 6:57:22 PM,1,40.80765533,-73.94572449,40.79657745,-73.94908905,0,6.5,1
1,4/18/2014,12:40:16 PM,04/18/2014 12:43:14 PM,0.5,40.80897141,-73.95964813,40.806633,-73.96630859,0.5,5.5,1
1,4/18/2014,6:57:34 PM,04/18/2014 7:06:47 PM,2.1,40.82954025,-73.94829559,40.80308151,-73.96765137,2.2,13.2,1
2,4/18/2014,8:28:59 PM,04/18/2014 8:39:48 PM,1.89,40.71362305,-73.83024597,40.72935104,-73.85971832,0,11,1
2,4/18/2014,7:54:58 PM,04/18/2014 8:13:38 PM,2.76,40.74827576,-73.87717438,40.75234604,-73.8629837,0,14,1
2,4/18/2014,1:31:36 PM,04/18/2014 1:49:59 PM,2.52,40.72134781,-73.84423828,40.74863815,-73.85809326,0,14,1
2,4/18/2014,6:50:24 PM,04/18/2014 6:58:52 PM,1.15,40.73428726,-73.86948395,40.74593353,-73.87541199,0,8.5,1
1,4/18/2014,11:15:34 PM,04/18/2014 11:29:25 PM,2.4,40.70380783,-73.94734192,40.69381332,-73.91896057,0,12.5,1
2,4/18/2014,7:36:17 PM,04/18/2014 7:49:57 PM,2.83,40.804245,-73.96657562,40.74682617,-73.89080048,0,13,1
2,4/18/2014,5:08:21 PM,04/18/2014 5:48:15 PM,6.45,40.68438339,-73.96298981,40.67010117,-73.90782928,0,30,1
2,4/18/2014,12:53:45 AM,04/18/2014 12:59:43 AM,1.01,40.71302032,-73.96633911,40.73508072,-73.9549942,1,8,1
2,4/18/2014,6:18:54 PM,04/18/2014 6:35:31 PM,3.12,40.80717087,-73.94602203,40.77022934,-73.96003723,0,15.5,1
2,4/18/2014,2:57:31 PM,04/18/2014 3:18:27 PM,3.74,40.80350113,-73.95275879,40.76409149,-73.95430756,0,17,1
2,4/18/2014,6:51:11 PM,04/18/2014 7:01:12 PM,1.95,40.78735733,-73.95424652,40.7653923,-73.97000122,2.5,13,1
2,4/18/2014,9:17:02 AM,04/18/2014 9:21:12 AM,1.22,40.81214523,-73.903862,40.82491302,-73.89207458,0,6,1
2,4/18/2014,8:24:36 PM,04/18/2014 8:43:22 PM,4.42,40.71098328,-73.95137787,40.68684387,-73.97769928,4.62,23.62,1
2,4/18/2014,3:43:29 PM,04/18/2014 3:50:23 PM,0.94,40.8075943,-73.94565582,40.80898666,-73.95965576,0,7,1
2,4/18/2014,9:20:27 PM,04/18/2014 9:24:45 PM,0.72,40.75335312,-73.90656281,40.76205444,-73.92562103,0,6,1
2,4/18/2014,3:28:40 PM,04/18/2014 3:40:07 PM,1.69,40.81797791,-73.91496277,40.83447266,-73.93016052,0,10,1
2,4/18/2014,10:06:06 PM,04/18/2014 10:11:38 PM,1.28,40.77005768,-73.91777802,40.76832199,-73.89516449,0,7.5,1
1,4/18/2014,2:48:43 AM,04/18/2014 2:56:34 AM,1.4,40.7456665,-73.90323639,40.7482872,-73.87852478,0,8.5,1
2,4/18/2014,9:27:38 AM,04/18/2014 9:52:15 AM,5.36,40.74477386,-73.88460541,40.77366638,-73.96021271,0,21.5,1
2,4/18/2014,9:12:00 PM,04/18/2014 9:24:21 PM,2.38,40.82167435,-73.95020294,40.79863739,-73.93379974,2.3,14.3,1
2,4/18/2014,9:19:10 PM,04/18/2014 9:23:51 PM,1.08,40.68080139,-73.94593811,40.69497681,-73.9526825,0,7,1
2,4/18/2014,1:31:11 AM,04/18/2014 1:43:46 AM,3.62,40.85208893,-73.93475342,40.80443192,-73.95543671,3.62,18.62,1
1,4/18/2014,7:32:10 PM,04/18/2014 7:33:52 PM,0.4,40.80895615,-73.94815063,40.81356049,-73.94480896,1,6,1
2,4/18/2014,3:32:04 PM,04/18/2014 3:43:59 PM,1.41,40.8252449,-73.95130157,40.83353043,-73.94374084,0,10,1
2,4/18/2014,7:36:33 AM,04/18/2014 8:11:58 AM,18.06,40.61578369,-73.95153809,40.77409363,-73.87354279,10,60.5,1
2,4/18/2014,9:53:31 PM,04/18/2014 9:59:56 PM,0.85,40.68319702,-73.97670746,40.69121552,-73.98862457,1.62,8.62,1
2,4/18/2014,10:48:21 AM,04/18/2014 10:48:33 AM,0,40.75949478,-73.83042908,40.75960541,-73.83036041,0,3,1
2,4/18/2014,1:55:43 AM,04/18/2014 2:12:57 AM,4.62,40.66980362,-73.91074371,40.63305283,-73.9562149,2,20,1
2,4/18/2014,2:15:51 AM,04/18/2014 2:19:49 AM,1,40.75941849,-73.83046722,40.76240158,-73.81386566,0,6.5,1
2,4/18/2014,11:16:13 PM,04/18/2014 11:26:27 PM,3.17,40.79788208,-73.93984985,40.83081055,-73.92008972,0,13,1
2,4/18/2014,6:19:37 AM,04/18/2014 6:49:59 AM,11.78,40.67024612,-73.95316315,40.64670181,-73.79030609,0,37.5,1
2,4/18/2014,12:31:28 AM,04/18/2014 12:46:04 AM,3.03,40.7485466,-73.87625122,40.76349258,-73.91410065,0,14,1
2,4/18/2014,2:11:27 AM,04/18/2014 2:15:28 AM,1.09,40.68716431,-73.98522949,40.68907547,-74.00058746,0,6.5,1
1,4/18/2014,9:42:21 PM,04/18/2014 10:13:31 PM,12.3,40.8543663,-73.8886795,40.74202728,-73.99678802,7.7,46.2,1
2,4/18/2014,10:18:53 PM,04/18/2014 10:29:46 PM,1.56,40.68244553,-73.99188995,40.6934433,-73.97793579,0,10,1
1,4/18/2014,8:29:36 PM,04/18/2014 8:37:25 PM,1.9,40.77563477,-73.91134644,40.76774979,-73.89331055,0,9,1
2,4/18/2014,11:39:52 PM,04/18/2014 11:46:04 PM,1.09,40.86045837,-73.89257813,40.87139511,-73.87840271,0,7.5,1
2,4/18/2014,12:14:45 AM,04/18/2014 12:24:38 AM,2.18,40.7457428,-73.90338898,40.72980881,-73.87998962,0,10.5,1
2,4/18/2014,6:31:00 PM,04/18/2014 6:36:50 PM,0.74,40.81074524,-73.95243073,40.80535126,-73.93964386,1,8.5,1
2,4/18/2014,1:00:04 AM,04/18/2014 1:13:52 AM,4.57,40.68302155,-73.96442413,40.75744629,-73.96938324,3.3,20.3,1
2,4/18/2014,9:45:59 PM,04/18/2014 10:09:38 PM,3.04,40.68547058,-73.97239685,40.72634888,-73.98927307,5.1,22.6,1
2,4/18/2014,11:55:01 PM,04/18/2014 11:59:51 PM,0.97,40.76221848,-73.92589569,40.7553215,-73.92523193,1.2,7.7,1
2,4/18/2014,4:30:07 PM,04/18/2014 4:38:24 PM,1.75,40.70056152,-73.80764008,40.70236206,-73.79812622,0,9,1
2,4/18/2014,3:43:06 PM,04/18/2014 3:55:43 PM,3.86,40.81235886,-73.96081543,40.85194016,-73.93799591,3.38,17.38,1
2,4/18/2014,12:03:52 AM,04/18/2014 12:29:56 AM,5.25,40.71786118,-73.95768738,40.67737198,-73.94438934,0,20.5,1
2,4/18/2014,9:32:56 PM,04/18/2014 9:37:09 PM,0.74,40.76322556,-73.92421722,40.75450516,-73.92537689,0,6,1
2,4/18/2014,5:00:49 PM,04/18/2014 5:06:58 PM,0.91,40.69279861,-73.9931488,40.70348358,-73.99069214,0,7.5,1
2,4/18/2014,10:49:39 PM,04/18/2014 10:54:14 PM,0.99,40.68686295,-73.95462036,40.68050766,-73.96089172,0,6.5,1
2,4/18/2014,9:15:30 PM,04/18/2014 9:51:35 PM,8.24,40.70381546,-73.98642731,40.76953888,-73.96057129,0,31,1
2,4/18/2014,9:49:37 PM,04/18/2014 10:04:25 PM,2.29,40.74302292,-73.9192276,40.75189209,-73.88175201,10,22.5,1
2,4/18/2014,1:24:06 PM,04/18/2014 1:38:00 PM,3.12,40.74668884,-73.8919754,40.71745682,-73.91915894,0,12.5,1
2,4/18/2014,10:53:05 PM,04/18/2014 11:20:21 PM,4.16,40.71928787,-73.95624542,40.73080063,-74.00661469,3.9,23.9,1
2,4/18/2014,2:41:28 PM,04/18/2014 3:03:33 PM,4.22,40.8217392,-73.91506958,40.86246872,-73.90896606,0,18.5,1
1,4/18/2014,2:18:53 PM,04/18/2014 2:25:57 PM,0.8,40.74776459,-73.88300323,40.75744629,-73.88483429,0,6.5,1
2,4/18/2014,8:20:12 PM,04/18/2014 8:34:17 PM,2.62,40.70560837,-73.92603302,40.6830368,-73.9522934,3.6,16.1,1
1,4/18/2014,11:54:25 PM,04/19/2014 12:03:17 AM,2.1,40.70615005,-73.93348694,40.69430161,-73.95510864,0,10,1
2,4/18/2014,4:11:08 PM,04/18/2014 4:33:41 PM,2.27,40.80501938,-73.93872833,40.82959747,-73.93495941,0,15.5,1
2,4/18/2014,7:09:01 PM,04/18/2014 7:13:09 PM,0.69,40.58740997,-73.95426941,40.59029388,-73.94975281,0,6.5,1
2,4/18/2014,10:36:54 PM,04/18/2014 10:42:57 PM,1.13,40.69834518,-73.99245453,40.69776535,-73.99467468,0,7,1
2,4/18/2014,7:36:47 PM,04/18/2014 7:49:57 PM,2.66,40.66994095,-73.90921021,40.68034744,-73.94800568,0,13,1
2,4/18/2014,12:15:54 AM,04/18/2014 12:32:35 AM,3.13,40.67534256,-73.96321869,40.70773315,-73.95339966,3.62,18.62,1
1,4/18/2014,4:36:54 AM,04/18/2014 4:39:46 AM,0.4,40.74677658,-73.8917923,40.74962997,-73.88552094,0,5,1
2,4/18/2014,11:16:22 PM,04/18/2014 11:19:42 PM,1.36,40.68309021,-73.99303436,40.62464523,-73.96321869,0,7,1
2,4/18/2014,6:43:33 PM,04/18/2014 6:48:38 PM,0.82,40.79140472,-73.9525528,40.78391647,-73.95021057,1.62,8.62,1
2,4/18/2014,12:03:59 PM,04/18/2014 12:15:59 PM,4.14,40.79469299,-73.94234467,40.81687546,-73.92089081,0,15.5,1
2,4/18/2014,9:57:04 PM,04/18/2014 10:07:39 PM,1.54,40.73422241,-73.86943054,40.73871231,-73.84912872,0,9.5,1
2,4/18/2014,1:52:58 PM,04/18/2014 2:12:48 PM,3.91,40.66020584,-73.8885498,40.68329239,-73.97514343,0,17,1
2,4/18/2014,9:38:09 AM,04/18/2014 9:47:57 AM,3.15,40.68634415,-73.99724579,40.71793365,-74.00488281,0,11.5,1
2,4/18/2014,12:56:58 AM,04/18/2014 1:01:32 AM,0.7,40.69037628,-73.99643707,40.69409943,-73.99465942,0,6,1
1,4/18/2014,12:29:51 PM,04/18/2014 12:33:08 PM,0.7,40.74832153,-73.87691498,40.74263,-73.87371063,0,5,1
2,4/18/2014,1:34:29 AM,04/18/2014 1:45:55 AM,3.08,40.68941498,-73.99157715,40.7107811,-73.96802521,3.25,16.75,1
2,4/18/2014,8:03:57 PM,04/18/2014 8:19:59 PM,1.56,40.67074966,-73.991539,40.68117523,-73.97237396,2,14,1
2,4/18/2014,10:40:46 AM,04/18/2014 10:49:53 AM,2.06,40.82446289,-73.95209503,40.79795074,-73.96944427,0,10,1
2,4/18/2014,5:46:54 PM,04/18/2014 6:08:00 PM,7.54,40.70160294,-73.98796082,40.76885986,-73.96053314,7.65,33.65,1
2,4/18/2014,8:03:43 PM,04/18/2014 8:20:37 PM,6.05,40.67870331,-73.99581909,40.72203827,-73.95771027,0,21,1
2,4/18/2014,2:38:34 PM,04/18/2014 2:48:19 PM,1.58,40.80511093,-73.93891907,40.78904343,-73.95023346,0,9,1
2,4/18/2014,7:18:42 AM,04/18/2014 7:36:55 AM,10.17,40.80461884,-73.93767548,40.72505951,-74.00765228,7.25,36.75,1
2,4/18/2014,5:12:31 PM,04/18/2014 5:26:45 PM,2.54,40.75267792,-73.91498566,40.77192688,-73.93201447,0,13.5,1
2,4/18/2014,6:12:08 PM,04/18/2014 6:21:16 PM,2.05,40.70345306,-73.98655701,40.71366119,-74.01159668,0,10.5,1
1,4/18/2014,9:26:55 PM,04/18/2014 9:54:03 PM,11.5,40.75685501,-73.84409332,40.76394272,-73.97901917,7.1,42.6,1
2,4/18/2014,11:10:17 PM,04/18/2014 11:26:50 PM,4.89,40.74575806,-73.90350342,40.74744797,-73.97644806,0,17.5,1
2,4/18/2014,5:56:51 AM,04/18/2014 6:06:42 AM,1.91,40.7264328,-73.94870758,40.70353699,-73.94441223,0,10,1
1,4/18/2014,9:52:50 PM,04/18/2014 9:59:57 PM,1.9,40.81010437,-73.950737,40.78873062,-73.96704865,0,9,1
2,4/18/2014,1:17:37 PM,04/18/2014 1:35:45 PM,2.81,40.80625153,-73.96530914,40.76864243,-73.98191833,2.9,17.9,1
2,4/18/2014,6:15:58 PM,04/18/2014 6:28:31 PM,2.39,40.82793045,-73.94576263,40.80283356,-73.94363403,2.4,14.9,1
2,4/18/2014,6:32:13 PM,04/18/2014 6:36:04 PM,1.05,40.78726578,-73.9541626,40.77751541,-73.94664001,1,8,1
1,4/18/2014,7:56:39 AM,04/18/2014 8:16:28 AM,4,40.67081451,-73.95789337,40.71410751,-73.94174957,3.5,21,1
2,4/18/2014,7:10:07 PM,04/18/2014 7:25:20 PM,5.01,40.72438812,-73.94140625,40.68257904,-73.97650146,3.6,22.1,1
2,4/18/2014,8:33:24 PM,04/18/2014 8:33:39 PM,0.1,40.80500031,-73.9131012,40.8059845,-73.91542053,0,15,1
1,4/18/2014,2:15:50 PM,04/18/2014 2:28:42 PM,2.5,40.80522156,-73.93889618,40.78820419,-73.96723175,0,12,1
1,4/18/2014,10:52:00 PM,04/18/2014 11:19:04 PM,7.1,40.82017899,-73.95480347,40.87313461,-73.87521362,0,27.5,1
2,4/18/2014,4:57:38 PM,04/18/2014 5:01:31 PM,0.85,40.76560211,-73.93144226,40.76855087,-73.93273163,1.2,7.7,1
2,4/18/2014,10:03:51 PM,04/18/2014 10:06:07 PM,0.57,40.7768364,-73.90979767,40.78102875,-73.91174316,0,5,1
1,4/18/2014,11:09:32 PM,04/18/2014 11:12:26 PM,0.6,40.80212021,-73.94949341,40.80873108,-73.94838715,0,5,1
2,4/18/2014,7:25:29 PM,04/18/2014 7:38:08 PM,1.9,40.69459534,-73.97812653,40.6832695,-73.95690918,0,11.5,1
1,4/18/2014,2:24:49 PM,04/18/2014 2:43:21 PM,5,40.79088593,-73.95158386,40.73842621,-73.97814178,3.8,22.8,1
2,4/18/2014,9:35:41 PM,04/18/2014 9:48:54 PM,3.02,40.79021835,-73.9477005,40.75268936,-73.96768951,0,12.5,1
2,4/18/2014,7:37:19 PM,04/18/2014 7:59:14 PM,5.8,40.79764175,-73.93734741,40.72618103,-73.98336792,6.3,27.8,1
1,4/18/2014,5:12:29 PM,04/18/2014 5:21:47 PM,0.8,40.68465424,-73.97898865,40.69026184,-73.98804474,0,9,1
2,4/18/2014,2:16:58 PM,04/18/2014 2:27:46 PM,1.48,40.83845139,-73.9061203,40.80492783,-73.93889618,0,9,1
1,4/18/2014,11:21:08 PM,04/18/2014 11:24:06 PM,0.8,40.81097412,-73.95053864,40.818573,-73.94178772,0,6,1
1,4/18/2014,8:58:19 PM,04/18/2014 9:15:41 PM,6.1,40.69001389,-73.99221039,40.74239731,-73.98484039,2,22.5,1
2,4/18/2014,4:28:19 PM,04/18/2014 4:54:41 PM,4.35,40.72363663,-73.95077515,40.77236176,-73.91558075,5.25,26.75,1
2,4/18/2014,10:09:34 AM,04/18/2014 10:43:27 AM,9.69,40.83117676,-73.94187927,40.72311401,-73.99887848,0,34,1
1,4/18/2014,12:00:13 AM,04/18/2014 12:09:50 AM,3.1,40.72346878,-73.9506073,40.72063828,-73.98953247,2.4,14.4,1
2,4/18/2014,5:57:45 PM,04/18/2014 6:13:28 PM,2.06,40.69232178,-73.98924255,40.68310928,-73.96517181,2.6,16.1,1
2,4/18/2014,6:45:38 AM,04/18/2014 6:47:14 AM,0,40.82954788,-73.9022522,40.82958221,-73.90223694,0,3.5,1
2,4/18/2014,8:47:54 PM,04/18/2014 9:02:53 PM,7.85,40.79371262,-73.94933319,40.77017975,-73.86457825,0,29.33,1
2,4/18/2014,10:20:01 AM,04/18/2014 10:31:00 AM,4.52,40.84113312,-73.94000244,40.80538177,-73.93920898,3,18.5,1
2,4/18/2014,1:03:56 AM,04/18/2014 1:08:20 AM,1.01,40.69198227,-73.98725891,40.69586182,-73.97480774,0,6.5,1
2,4/18/2014,5:04:32 PM,04/18/2014 5:11:04 PM,1.06,40.8053093,-73.94724274,40.81685257,-73.94803619,0,8,1
2,4/18/2014,10:42:58 PM,04/18/2014 10:50:14 PM,1.06,40.718853,-73.95674133,40.70729065,-73.95386505,1.4,8.9,1
2,4/18/2014,1:03:45 PM,04/18/2014 1:14:07 PM,5.88,40.71371078,-73.8302002,40.77017212,-73.86452484,5.4,23.9,1
2,4/18/2014,11:33:44 PM,04/18/2014 11:38:58 PM,1.6,40.77602005,-73.91053009,40.76721573,-73.92961884,0,8,1
2,4/18/2014,6:45:46 PM,04/18/2014 6:52:41 PM,1.3,40.80378723,-73.95561981,40.81800842,-73.96063995,1.6,10.1,1
1,4/18/2014,8:15:03 AM,04/18/2014 8:28:59 AM,4,40.80205917,-73.96160889,40.84822083,-73.93930817,3,18,1
2,4/18/2014,1:48:38 AM,04/18/2014 1:53:57 AM,1.11,40.67681885,-73.98027802,40.6741333,-73.96809387,1.62,8.62,1
2,4/18/2014,10:00:27 PM,04/18/2014 10:14:45 PM,3.16,40.69333649,-73.98714447,40.72112274,-73.95848846,2.7,16.7,1
1,4/18/2014,11:11:28 PM,04/18/2014 11:38:06 PM,4.5,40.73249435,-73.9546051,40.7248497,-73.99545288,5.35,26.85,1
2,4/18/2014,6:18:36 PM,04/18/2014 6:31:57 PM,2.51,40.86101532,-73.89022064,40.82770538,-73.92212677,0,13,1
2,4/18/2014,8:50:23 PM,04/18/2014 8:56:20 PM,0.81,40.68870544,-73.98049164,40.67948151,-73.98427582,0,7,1
2,4/18/2014,6:33:16 PM,04/18/2014 6:52:19 PM,3.56,40.7025795,-73.98987579,40.73190689,-73.98547363,3.3,20.3,1
2,4/18/2014,7:55:13 AM,04/18/2014 8:00:05 AM,1.23,40.72730255,-73.94599152,40.71887589,-73.96413422,1.2,7.7,1
1,4/18/2014,11:43:47 PM,04/18/2014 11:54:11 PM,2.7,40.8071022,-73.94405365,40.83921814,-73.93708038,0,12,1
1,4/18/2014,11:00:24 PM,04/18/2014 11:09:42 PM,2.3,40.68658066,-73.99069977,40.66205597,-73.98719025,2,12.5,1
1,4/18/2014,10:16:32 PM,04/18/2014 10:20:58 PM,1.2,40.82791138,-73.92539978,40.84115601,-73.92808533,0,7,1
2,4/18/2014,7:48:01 PM,04/18/2014 7:59:20 PM,1.85,40.6843338,-73.97761536,40.66816711,-73.98409271,0,11,1
1,4/18/2014,1:54:05 PM,04/18/2014 2:00:31 PM,1.3,40.82681656,-73.93894958,40.83546448,-73.92368317,0,7.5,1
2,4/18/2014,3:15:16 PM,04/18/2014 3:19:43 PM,1.23,40.8084259,-73.95781708,40.79233551,-73.96774292,0,6.5,1
2,4/18/2014,9:38:46 AM,04/18/2014 9:38:58 AM,0,40.84779358,-73.92436218,40.85038376,-73.92216492,0,3,1
2,4/18/2014,2:43:52 AM,04/18/2014 2:45:49 AM,0.62,40.76171875,-73.92554474,40.75392151,-73.93199158,0,5,1
1,4/18/2014,11:08:16 PM,04/18/2014 11:32:52 PM,9.2,40.71286774,-73.94918823,40.63959885,-73.99984741,4,34,1
2,4/18/2014,12:43:34 AM,04/18/2014 12:50:20 AM,1.36,40.70921707,-73.93710327,40.7181282,-73.95225525,0,8,1
2,4/18/2014,10:20:26 PM,04/18/2014 10:28:15 PM,2.29,40.79813766,-73.93997192,40.81881332,-73.9162674,0,10,1
2,4/18/2014,7:20:02 PM,04/18/2014 7:35:04 PM,3.59,40.75963211,-73.83016205,40.72206879,-73.83628082,3.1,19.1,1
2,4/18/2014,8:55:13 AM,04/18/2014 9:05:50 AM,3.7,40.700737,-73.99041748,40.72257996,-73.95914459,0,13,1
2,4/18/2014,8:21:12 AM,04/18/2014 8:34:08 AM,3.86,40.82062912,-73.95457458,40.78794098,-73.97486115,0,14.5,1
1,4/18/2014,2:07:20 PM,04/18/2014 2:20:44 PM,3.2,40.81266403,-73.93772888,40.78562164,-73.97257996,0,13.5,1
2,4/18/2014,10:57:16 PM,04/18/2014 11:17:25 PM,3.15,40.70151901,-73.92904663,40.72440338,-73.95510864,3,18.5,1
2,4/18/2014,6:36:52 PM,04/18/2014 6:41:27 PM,0.78,40.69218063,-73.99079895,40.68167114,-73.99625397,1.5,8,1
2,4/18/2014,8:31:43 PM,04/18/2014 8:39:17 PM,1.16,40.69274139,-73.99091339,40.68355942,-73.97642517,1.88,9.88,1
2,4/18/2014,7:28:00 PM,04/18/2014 7:45:15 PM,5.55,40.7338295,-73.87039948,40.68938446,-73.81999969,0,20,1
2,4/18/2014,12:36:34 PM,04/18/2014 12:56:30 PM,4.56,40.71002579,-73.95862579,40.70450211,-74.00725555,0,19,1
2,4/18/2014,8:00:14 PM,04/18/2014 8:09:48 PM,1.86,40.71534729,-73.8321228,40.73397446,-73.85399628,0,10,1
2,4/18/2014,2:07:58 PM,04/18/2014 2:14:19 PM,1.2,40.8058548,-73.94083405,40.82000351,-73.94319153,0,7,1
2,4/18/2014,1:29:05 PM,04/18/2014 1:55:44 PM,4.89,40.69403839,-73.98338318,40.64527893,-73.92014313,4,25,1
2,4/18/2014,2:13:23 AM,04/18/2014 2:19:47 AM,1.02,40.76679611,-73.92166138,40.75557709,-73.92176056,0,7.5,1
2,4/18/2014,9:23:18 AM,04/18/2014 9:26:51 AM,0.57,40.83959579,-73.91619873,40.83673096,-73.91713715,0,5,1
2,4/18/2014,7:56:38 PM,04/18/2014 8:09:51 PM,2.35,40.68110657,-73.92980194,40.69972229,-73.92405701,2.4,14.9,1
2,4/18/2014,11:14:44 AM,04/18/2014 11:20:21 AM,0.43,40.74590683,-73.95311737,40.74588013,-73.94813538,0,6,1
2,4/18/2014,5:16:14 PM,04/18/2014 5:27:20 PM,2.96,40.66556168,-73.96427155,40.6350975,-73.98468018,0,12.5,1
2,4/18/2014,6:26:05 PM,04/18/2014 7:22:21 PM,24.36,40.70895004,-73.9642334,40.64282608,-73.78969574,14.1,85.1,1
2,4/18/2014,3:14:32 PM,04/18/2014 3:30:09 PM,2.35,40.694664,-73.99435425,40.67173767,-73.98456573,0,12.5,1
1,4/18/2014,9:47:23 PM,04/18/2014 9:56:07 PM,3,40.74626541,-73.92378998,40.76095581,-73.96896362,0,12.5,1
2,4/18/2014,11:21:32 PM,04/18/2014 11:33:36 PM,4.67,40.68171692,-73.96746826,40.71822739,-73.95001221,0,15.5,1
2,4/18/2014,7:09:17 PM,04/18/2014 7:15:51 PM,1.35,40.81389618,-73.94478607,40.79863358,-73.95333099,2,10.5,1
2,4/18/2014,1:03:10 PM,04/18/2014 1:17:09 PM,1.91,40.70196152,-73.98733521,40.68003845,-73.9745636,2.2,13.7,1
1,4/18/2014,8:19:38 AM,04/18/2014 8:38:33 AM,6.2,40.69113541,-73.99723816,40.7428894,-73.98087311,5,25,1
2,4/18/2014,8:48:22 AM,04/18/2014 8:54:54 AM,1.58,40.80508041,-73.9391861,40.79130554,-73.95084381,0,7.5,1
2,4/18/2014,3:17:26 PM,04/18/2014 3:22:11 PM,1.25,40.74502182,-73.90358734,40.71060944,-73.86554718,0,7,1
2,4/18/2014,1:39:14 AM,04/18/2014 1:55:30 AM,4.05,40.72207642,-73.95865631,40.73027039,-74.00024414,0,16.5,1
2,4/18/2014,12:43:14 PM,04/18/2014 12:50:02 PM,1.14,40.84793854,-73.93656158,40.86201859,-73.90378571,0,7,1
1,4/18/2014,8:04:26 PM,04/18/2014 8:14:22 PM,2.1,40.68975449,-73.97863007,40.67169189,-73.95760345,2.1,12.6,1
2,4/18/2014,6:50:06 PM,04/18/2014 7:14:26 PM,6.72,40.80431366,-73.96658325,40.86374283,-73.92337036,0,25,1
2,4/18/2014,10:13:04 AM,04/18/2014 10:21:40 AM,2.27,40.80510712,-73.93959045,40.78054047,-73.96133423,0,9.5,1
2,4/18/2014,8:39:37 PM,04/18/2014 8:43:42 PM,0.08,40.79263687,-73.94094849,40.77657318,-73.95265198,0,5.5,1
2,4/18/2014,6:52:09 PM,04/18/2014 7:08:25 PM,3.65,40.81971741,-73.91412354,40.85421753,-73.88574982,0,13.5,1
